Current Loan Amount,Term,Credit Scores,Years in current job,Home Ownership,Annual Income,Purpose,Monthly Debt,Annual Debt,Debt to Income Ratio,Debt to Income Ratio G/B,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Utilization Rate Good/Bad,Utilization Rate,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Loan Status
11179,Short Term,687,7,Home Mortgage,48799,Debt Consolidation,1268.78,15225.36,0.31,Very Bad DTI,15,13,0,Bad UR,0.53,9629,18033,0,0,
11180,Short Term,750,10,Home Mortgage,71631,Debt Consolidation,1056.56,12678.72,0.18,Good DTI,23.4,12,0,Excellent UR,0.3,15257,50521,0,0,
11180,Long Term,632,10,Home Mortgage,91834,Debt Consolidation,1607.1,19285.2,0.21,Bad DTI,23.1,20,0,Good UR,0.39,10866,27863,0,0,
11180,Long Term,632,10,Home Mortgage,91834,Debt Consolidation,1607.1,19285.2,0.21,Bad DTI,23.1,20,0,Good UR,0.39,10866,27863,0,0,
11181,Short Term,740,2,Home Mortgage,79864,Debt Consolidation,831.91,9982.92,0.12,Good DTI,14.2,17,0,Very Bad UR,0.81,8299,10283,0,0,
11181,Long Term,700,6,Rent,59898,Debt Consolidation,524.11,6289.32,0.11,Excellent DTI,13.2,12,0,Bad UR,0.62,10137,16271,0,0,
11182,Short Term,746,2,Rent,52096,Debt Consolidation,1141.33,13695.96,0.26,Bad DTI,17.3,8,0,Good UR,0.5,13808,27839,0,0,
11183,Short Term,700,5,Rent,25961,Other,174.81,2097.72,0.08,Excellent DTI,21,7,0,Bad UR,0.6,845,1399,0,0,
11184,Short Term,,6,Home Mortgage,,Debt Consolidation,1082.23,12986.76,,Very Bad DTI,17.4,14,1,Bad UR,0.58,8069,13888,1,0,
11185,Short Term,750,3,Home Mortgage,99870,Debt Consolidation,1007.02,12084.24,0.12,Good DTI,16.8,14,0,Good UR,0.42,30842,72740,0,0,
11185,Long Term,615,3,Rent,36605,other,452.37,5428.44,0.15,Good DTI,9.2,3,0,Very Bad UR,0.99,7320,7424,0,0,
11186,Short Term,749,10,Rent,112876,Debt Consolidation,959.45,11513.4,0.1,Excellent DTI,12.8,5,0,Bad UR,0.57,14263,25200,0,0,
11189,Short Term,732,10,Home Mortgage,71204,Home Improvements,628.97,7547.64,0.11,Excellent DTI,14.6,10,0,Very Bad UR,0.75,4787,6408,0,0,
11191,Short Term,744,3,Rent,34592,Debt Consolidation,114.73,1376.76,0.04,Excellent DTI,7.2,8,0,Excellent UR,0.12,4574,37804,0,0,
11194,Short Term,747,5,Home Mortgage,141190,Home Improvements,914.21,10970.52,0.08,Excellent DTI,21.9,12,0,Good UR,0.37,5435,14809,0,0,
11194,Short Term,751,10,Home Mortgage,86496,Debt Consolidation,1189.32,14271.84,0.17,Good DTI,26.1,6,0,Bad UR,0.58,20272,34711,0,0,
11198,Short Term,,10,Home Mortgage,,Debt Consolidation,1619.64,19435.68,,Very Bad DTI,22.5,14,0,Bad UR,0.58,9864,17008,0,0,
11198,Short Term,702,1,Rent,40720,Debt Consolidation,216.83,2601.96,0.06,Excellent DTI,8.2,6,0,Good UR,0.4,7657,18954,0,0,
11203,Long Term,,4,Home Mortgage,,Debt Consolidation,401.16,4813.92,,Very Bad DTI,15.2,14,0,Excellent UR,0.22,19404,89009,0,0,
11204,Short Term,725,10,Home Mortgage,32947,Debt Consolidation,551.86,6622.32,0.2,Good DTI,16.5,12,0,Good UR,0.48,7195,14927,0,0,
11206,Long Term,707,3,Own Home,36673,major_purchase,910.72,10928.64,0.3,Bad DTI,15.4,17,0,Excellent UR,0.14,5679,39995,0,0,
11207,Long Term,594,,Rent,48940,Home Improvements,734.1,8809.2,0.18,Good DTI,11.5,12,1,Bad UR,0.51,3414,6747,1,0,
11207,Short Term,,10,Rent,,Debt Consolidation,655.23,7862.76,,Very Bad DTI,10.6,7,0,Very Bad UR,0.8,17955,22528,0,0,
11210,Short Term,736,2,Rent,42802,Debt Consolidation,370.95,4451.4,0.1,Excellent DTI,13.2,5,0,Very Bad UR,0.81,13256,16306,0,0,
11212,Short Term,721,4,Home Mortgage,58361,Debt Consolidation,1001.86,12022.32,0.21,Good DTI,18,13,1,Excellent UR,0.28,4875,17412,1,0,
11212,Long Term,719,10,Home Mortgage,79685,Debt Consolidation,2078.45,24941.4,0.31,Very Bad DTI,12.5,9,0,Very Bad UR,0.84,12411,14706,0,0,
11216,Short Term,742,7,Rent,61176,Debt Consolidation,790.19,9482.28,0.16,Good DTI,15.6,17,0,Good UR,0.38,8722,23135,0,0,
11216,Long Term,708,10,Rent,43886,Debt Consolidation,998.42,11981.04,0.27,Bad DTI,11.5,13,0,Good UR,0.4,6149,15410,0,0,
11218,Short Term,732,6,Home Mortgage,55088,Home Improvements,379.65,4555.8,0.08,Excellent DTI,21.6,24,1,Excellent UR,0.21,6703,32381,1,0,
11220,Short Term,,3,Rent,,Debt Consolidation,1188.81,14265.72,,Very Bad DTI,13.8,9,0,Bad UR,0.57,24303,43013,0,0,
11221,Short Term,737,10,Rent,61116,Debt Consolidation,916.74,11000.88,0.18,Good DTI,18.7,17,1,Excellent UR,0.23,4398,19040,1,0,
11224,Short Term,730,1,Rent,90189,Debt Consolidation,886.86,10642.32,0.12,Good DTI,18.5,12,1,Good UR,0.45,9710,21342,1,0,
11227,Short Term,714,1,Rent,32218,Debt Consolidation,923.58,11082.96,0.34,Very Bad DTI,18.9,9,0,Very Bad UR,0.9,24308,26949,0,0,
11228,Short Term,739,10,Rent,58180,Debt Consolidation,804.82,9657.84,0.17,Good DTI,19.2,6,0,Bad UR,0.65,15205,23465,0,0,
11229,Short Term,729,10,Home Mortgage,125325,Debt Consolidation,2245.4,26944.8,0.21,Bad DTI,42.7,17,0,Very Bad UR,0.72,53974,74963,0,0,
11229,Short Term,,5,Rent,,Debt Consolidation,628.15,7537.8,,Very Bad DTI,22.7,7,0,Bad UR,0.67,7226,10737,0,0,
11232,Long Term,721,1,Rent,50145,Debt Consolidation,371.07,4452.84,0.09,Excellent DTI,20.9,5,0,Good UR,0.37,7755,21189,0,0,
11234,Short Term,724,8,Rent,38809,Debt Consolidation,860.27,10323.24,0.27,Bad DTI,18.7,25,0,Good UR,0.46,10127,21968,0,0,
11235,Long Term,731,6,Rent,119369,Debt Consolidation,1979.54,23754.48,0.2,Good DTI,15.1,37,1,Excellent UR,0.23,28205,124252,0,1,
11237,Short Term,672,2,Rent,29313,Debt Consolidation,764.58,9174.96,0.31,Very Bad DTI,13,9,0,Very Bad UR,1,7990,8014,0,0,
11239,Short Term,,10,Rent,,Debt Consolidation,773.09,9277.08,,Very Bad DTI,19,14,0,Good UR,0.48,7382,15541,0,0,
11243,Short Term,695,3,Home Mortgage,44478,Debt Consolidation,400.3,4803.6,0.11,Excellent DTI,4.3,14,0,Good UR,0.37,6566,17510,0,0,
11243,Short Term,700,,Own Home,47131,other,1217.56,14610.72,0.31,Very Bad DTI,19.9,10,0,Good UR,0.5,10497,21205,0,0,
11245,Short Term,745,1,Home Mortgage,97119,Buy a Car,717.87,8614.44,0.09,Excellent DTI,12,11,0,,,7,0,0,0,
11246,Short Term,694,3,Home Mortgage,55332,Debt Consolidation,326,3912,0.07,Excellent DTI,19,6,0,Very Bad UR,0.82,18122,21993,0,0,
11249,Short Term,,1,Home Mortgage,,Debt Consolidation,809.6,9715.2,,Very Bad DTI,11.9,12,0,Bad UR,0.51,3761,7447,0,0,
11251,Long Term,,4,Home Mortgage,,Debt Consolidation,670.61,8047.32,,Very Bad DTI,8.3,8,0,Bad UR,0.6,12560,20933,0,0,
11252,Long Term,712,1,Rent,29676,other,450.09,5401.08,0.18,Good DTI,9.2,6,0,Bad UR,0.62,5653,9104,0,0,
11254,Short Term,751,2,Home Mortgage,30693,Debt Consolidation,242.73,2912.76,0.09,Excellent DTI,12.3,6,0,Good UR,0.42,5903,14022,0,0,
11254,Long Term,622,10,Own Home,31382,Debt Consolidation,444.58,5334.96,0.17,Good DTI,14.2,25,0,Excellent UR,0.23,13476,57836,0,0,
11254,Short Term,732,7,Rent,100586,Debt Consolidation,619.44,7433.28,0.07,Excellent DTI,15.3,4,1,Bad UR,0.66,2237,3384,0,0,
11255,Long Term,,8,Rent,,Debt Consolidation,1758.58,21102.96,,Very Bad DTI,11.8,15,0,Bad UR,0.51,13413,26405,0,0,
11260,Short Term,727,,Own Home,51180,Debt Consolidation,870.06,10440.72,0.2,Good DTI,19.4,14,0,Very Bad UR,0.72,12524,17298,0,0,
11260,Short Term,710,10,Home Mortgage,31453,Debt Consolidation,610.72,7328.64,0.23,Bad DTI,18.8,10,0,Bad UR,0.53,8864,16852,,0,
11260,Short Term,725,1,Rent,46997,Debt Consolidation,791.11,9493.32,0.2,Good DTI,19.4,14,0,Very Bad UR,0.84,17956,21350,0,0,
11261,Short Term,749,8,Rent,110560,Debt Consolidation,1133.24,13598.88,0.12,Good DTI,15.7,10,0,Excellent UR,0.28,9638,33937,0,0,
11263,Short Term,748,2,Home Mortgage,71673,Debt Consolidation,699.41,8392.92,0.12,Good DTI,14.3,13,0,Excellent UR,0.23,11149,48900,0,0,
11264,Short Term,739,9,Own Home,27726,Debt Consolidation,628.45,7541.4,0.27,Bad DTI,20.5,9,0,Good UR,0.39,11744,30503,0,0,
11265,Short Term,,1,Rent,,Debt Consolidation,700.48,8405.76,,Very Bad DTI,17.5,14,0,Bad UR,0.64,12265,19044,0,0,
11266,Long Term,715,10,Home Mortgage,70413,Home Improvements,550.4,6604.8,0.09,Excellent DTI,20.1,10,1,Bad UR,0.63,6598,10456,1,0,
11266,Long Term,,10,Home Mortgage,,Home Improvements,550.4,6604.8,,Very Bad DTI,20.1,10,1,Bad UR,0.63,6598,10456,1,0,
11267,Short Term,727,2,Rent,25110,Debt Consolidation,345.26,4143.12,0.16,Good DTI,14.7,5,1,Good UR,0.42,4105,9752,1,0,
11268,Short Term,738,9,Own Home,51220,Debt Consolidation,334.21,4010.52,0.08,Excellent DTI,18.4,8,1,Very Bad UR,0.85,8629,10151,1,0,
11272,Short Term,703,2,Rent,40620,Debt Consolidation,285.36,3424.32,0.08,Excellent DTI,21.5,10,2,Bad UR,0.6,8818,14623,1,1,
11281,Long Term,656,,Home Mortgage,28204,Debt Consolidation,658.08,7896.96,0.28,Bad DTI,17.5,16,0,Good UR,0.43,16726,39171,0,0,
11284,Short Term,712,10,Rent,33548,Debt Consolidation,696.12,8353.44,0.25,Bad DTI,16.5,9,0,Good UR,0.48,11482,23971,0,0,
11284,Short Term,710,10,Rent,32531,Other,365.98,4391.76,0.14,Good DTI,12.8,6,0,Good UR,0.44,2715,6199,0,0,
11285,Short Term,708,4,Rent,75570,Debt Consolidation,976.11,11713.32,0.15,Good DTI,14.9,12,1,Very Bad UR,0.95,5864,6147,1,0,
11286,Long Term,638,7,Own Home,50840,small_business,834.62,10015.44,0.2,Good DTI,11.4,6,0,Very Bad UR,0.97,5619,5799,0,0,
11286,Short Term,718,4,Rent,39600,Debt Consolidation,524.7,6296.4,0.16,Good DTI,9.3,6,0,Bad UR,0.66,8448,12878,0,0,
11287,Short Term,728,10,Rent,54964,Debt Consolidation,581.71,6980.52,0.13,Good DTI,8,14,0,Bad UR,0.61,9784,15987,0,0,
11288,Short Term,710,4,Rent,33888,Debt Consolidation,319.11,3829.32,0.11,Good DTI,16.9,5,0,Bad UR,0.57,6527,11371,0,0,
11289,Long Term,591,10,Home Mortgage,87558,Debt Consolidation,93.39,1120.68,0.01,Excellent DTI,23,5,0,Very Bad UR,0.74,2533,3442,0,0,
11291,Short Term,,3,Home Mortgage,,Debt Consolidation,418.08,5016.96,,Very Bad DTI,9.5,11,0,Very Bad UR,0.82,13789,16796,0,0,
11292,Long Term,,6,Home Mortgage,,Debt Consolidation,754.17,9050.04,,Very Bad DTI,9.5,12,0,Very Bad UR,0.71,11129,15698,0,0,
11292,Long Term,682,6,Home Mortgage,52312,Debt Consolidation,754.17,9050.04,0.17,Good DTI,9.5,12,0,Very Bad UR,0.71,11129,15698,0,0,
11294,Short Term,709,10,Rent,33391,Debt Consolidation,512,6144,0.18,Good DTI,11.6,11,0,Very Bad UR,0.96,19805,20630,0,0,
11296,Short Term,730,10,Home Mortgage,96026,Debt Consolidation,772.21,9266.52,0.1,Excellent DTI,22.2,8,1,Good UR,0.31,2751,8790,1,0,
11296,Short Term,710,2,Rent,63570,Debt Consolidation,1462.11,17545.32,0.28,Bad DTI,11,16,0,Bad UR,0.64,17901,28059,0,0,
11298,Short Term,723,10,Rent,34384,Business Loan,518.63,6223.56,0.18,Good DTI,13.5,14,0,Good UR,0.35,11936,34498,0,0,
11302,Short Term,688,1,Rent,72655,wedding,1192.76,14313.12,0.2,Good DTI,7.9,14,0,Bad UR,0.61,7793,12818,0,0,
11311,Short Term,,5,Rent,,Debt Consolidation,401.69,4820.28,,Very Bad DTI,15,10,0,Bad UR,0.54,6590,12317,0,0,
11311,Short Term,703,5,Rent,43426,Debt Consolidation,401.69,4820.28,0.11,Good DTI,15,10,0,Bad UR,0.54,6590,12317,0,0,
11312,Short Term,730,3,Home Mortgage,51510,Debt Consolidation,145.52,1746.24,0.03,Excellent DTI,19.5,5,0,Bad UR,0.52,5993,11504,0,0,
11312,Short Term,,10,Home Mortgage,,Debt Consolidation,1649.67,19796.04,,Very Bad DTI,36,15,0,Very Bad UR,0.8,24845,31251,0,0,
11312,Long Term,655,6,Rent,43237,Debt Consolidation,655.76,7869.12,0.18,Good DTI,15.7,12,0,Good UR,0.46,10892,23938,0,0,
11318,Short Term,748,1,Rent,84949,Debt Consolidation,842.41,10108.92,0.12,Good DTI,16,17,0,Excellent UR,0.27,5903,22194,0,0,
11322,Short Term,721,10,Home Mortgage,88959,Debt Consolidation,867.35,10408.2,0.12,Good DTI,13,5,0,Bad UR,0.65,27638,42455,0,0,
11325,Short Term,747,,Own Home,23931,Other,205.41,2464.92,0.1,Excellent DTI,32,2,0,Excellent UR,0.27,9495,34655,0,0,
11327,Long Term,738,7,Rent,55622,Debt Consolidation,1223.67,14684.04,0.26,Bad DTI,15.8,15,0,Good UR,0.49,30924,63239,0,0,
11328,Long Term,659,2,Rent,38415,Medical Bills,589.03,7068.36,0.18,Good DTI,13.7,10,3,Excellent UR,0.22,3746,17423,0,0,
11329,Short Term,706,4,Rent,32659,Debt Consolidation,713.06,8556.72,0.26,Bad DTI,20.1,4,0,Very Bad UR,0.84,17964,21437,0,0,
11330,Short Term,744,10,Home Mortgage,34014,Debt Consolidation,442.18,5306.16,0.16,Good DTI,13.3,16,0,Excellent UR,0.31,14744,47870,0,0,
11333,Short Term,,6,Rent,,Debt Consolidation,973.05,11676.6,,Very Bad DTI,14.9,11,0,Bad UR,0.69,94680,137218,0,0,
11336,Long Term,,3,Rent,,Debt Consolidation,662.59,7951.08,,Very Bad DTI,6.2,13,0,Bad UR,0.6,22062,36831,0,0,
11337,Long Term,721,1,Home Mortgage,45974,Debt Consolidation,819.88,9838.56,0.21,Bad DTI,9.1,9,0,Bad UR,0.6,17917,29713,0,0,
11338,Short Term,724,10,Home Mortgage,117036,Debt Consolidation,1882.33,22587.96,0.19,Good DTI,22.5,10,1,Very Bad UR,0.78,8169,10473,1,0,
11342,Short Term,735,4,Rent,34521,Debt Consolidation,437.26,5247.12,0.15,Good DTI,13,6,0,Bad UR,0.58,5515,9476,0,0,
11342,Short Term,706,10,Rent,71633,Debt Consolidation,1540.11,18481.32,0.26,Bad DTI,9.8,9,0,Bad UR,0.69,11326,16415,0,0,
11343,Long Term,724,1,Home Mortgage,121536,Debt Consolidation,856.83,10281.96,0.08,Excellent DTI,18.8,8,0,Excellent UR,0.26,3197,12065,0,0,
11344,Short Term,,3,Home Mortgage,,Debt Consolidation,642.59,7711.08,,Very Bad DTI,14.1,17,0,Bad UR,0.61,15792,25888,0,0,
11345,Long Term,,10,Home Mortgage,,Debt Consolidation,1974.85,23698.2,,Very Bad DTI,29.8,16,0,Very Bad UR,0.87,38619,44595,0,0,
11345,Short Term,732,8,Home Mortgage,32781,Debt Consolidation,770.35,9244.2,0.28,Bad DTI,19.6,11,0,Good UR,0.39,6340,16173,0,0,
11345,Short Term,,1,Rent,,Debt Consolidation,814.22,9770.64,,Very Bad DTI,17.1,8,0,Very Bad UR,0.79,12789,16291,0,0,
11349,Long Term,723,10,Home Mortgage,79037,Home Improvements,1152.63,13831.56,0.18,Good DTI,20.1,9,2,Very Bad UR,0.9,35343,39096,0,1,
11352,Short Term,720,2,Own Home,46394,Debt Consolidation,966.54,11598.48,0.25,Bad DTI,11,9,0,Good UR,0.32,6448,20150,0,0,
11356,Short Term,,8,Rent,,Debt Consolidation,836.59,10039.08,,Very Bad DTI,24.5,9,0,Very Bad UR,0.72,29062,40086,0,0,
11362,Long Term,721,2,Home Mortgage,39520,Debt Consolidation,754.17,9050.04,0.23,Bad DTI,11.8,14,0,Very Bad UR,0.77,5769,7512,0,0,
11363,Short Term,724,3,Rent,33595,Debt Consolidation,828.69,9944.28,0.3,Bad DTI,10,8,0,Very Bad UR,0.95,13556,14329,0,0,
11364,Short Term,725,5,Home Mortgage,81168,Debt Consolidation,1467.79,17613.48,0.22,Bad DTI,19.8,11,0,Very Bad UR,0.89,6312,7100,0,0,
11368,Long Term,663,10,Own Home,91962,Debt Consolidation,303.47,3641.64,0.04,Excellent DTI,26.6,8,0,Good UR,0.39,6544,16779,0,0,
11369,Short Term,740,9,Rent,44664,Debt Consolidation,934.23,11210.76,0.25,Bad DTI,13.5,12,0,Very Bad UR,0.76,11404,15024,0,0,
11370,Short Term,729,3,Rent,43077,Debt Consolidation,1037.44,12449.28,0.29,Bad DTI,31.7,20,0,Very Bad UR,0.8,19589,24548,0,0,
11371,Short Term,695,8,Own Home,37903,Debt Consolidation,698.05,8376.6,0.22,Bad DTI,10.5,8,0,Excellent UR,0.11,1797,16485,0,0,
11372,Short Term,717,3,Rent,31645,Debt Consolidation,609.16,7309.92,0.23,Bad DTI,14.2,8,0,Very Bad UR,0.92,17024,18585,0,0,
11372,Short Term,717,3,Rent,31645,Debt Consolidation,609.16,7309.92,0.23,Bad DTI,14.2,8,0,Very Bad UR,0.92,17024,18585,0,0,
11379,Long Term,714,4,Home Mortgage,45720,Debt Consolidation,227.46,2729.52,0.06,Excellent DTI,6.7,7,0,Very Bad UR,0.7,7048,10054,0,0,
11379,Short Term,,10,Rent,,Debt Consolidation,217.42,2609.04,,Very Bad DTI,13.5,7,1,Good UR,0.33,3115,9353,1,0,
11384,Short Term,713,1,Home Mortgage,33657,Debt Consolidation,639.48,7673.76,0.23,Bad DTI,14.5,10,0,Very Bad UR,0.74,3789,5135,0,0,
11384,Short Term,713,1,Home Mortgage,33657,Debt Consolidation,639.48,7673.76,0.23,Bad DTI,14.5,10,0,Very Bad UR,0.74,3789,5135,0,0,
11384,Short Term,709,1,Rent,39596,other,745.72,8948.64,0.23,Bad DTI,22,14,0,Very Bad UR,0.73,27296,37239,0,0,
11385,Short Term,714,6,Home Mortgage,25322,Debt Consolidation,538.1,6457.2,0.26,Bad DTI,12,13,0,Good UR,0.49,12299,25306,0,0,
11385,Short Term,741,10,Home Mortgage,163350,Debt Consolidation,1323.14,15877.68,0.1,Excellent DTI,13.8,11,0,Excellent UR,0.27,3919,14252,0,0,
11393,Long Term,633,6,Rent,40508,Debt Consolidation,523.23,6278.76,0.16,Good DTI,17.2,15,0,Bad UR,0.55,19220,35138,0,0,
11395,Short Term,740,10,Home Mortgage,103958,Debt Consolidation,1108.89,13306.68,0.13,Good DTI,24.5,12,0,Very Bad UR,0.87,13014,14890,0,0,
11401,Short Term,744,10,Home Mortgage,34699,Debt Consolidation,731.57,8778.84,0.25,Bad DTI,17,11,0,Good UR,0.37,10873,29626,0,0,
11402,Short Term,688,10,Home Mortgage,47956,Debt Consolidation,791.28,9495.36,0.2,Good DTI,11.9,12,0,Good UR,0.38,9191,24250,0,0,
11403,Short Term,,,Rent,,Debt Consolidation,179.92,2159.04,,Very Bad DTI,31.6,7,0,Good UR,0.49,7911,16244,0,0,
11406,Short Term,,9,Rent,,Debt Consolidation,317.42,3809.04,,Very Bad DTI,12.4,6,0,,,3827,0,0,0,
11406,Short Term,748,5,Rent,51802,Debt Consolidation,448.96,5387.52,0.1,Excellent DTI,13.1,13,0,Good UR,0.33,8352,24932,0,0,
11407,Short Term,,3,Home Mortgage,,other,718.83,8625.96,,Very Bad DTI,11,6,0,Bad UR,0.67,6205,9303,0,0,
11410,Long Term,,9,Rent,,Debt Consolidation,732.01,8784.12,,Very Bad DTI,13,8,1,Good UR,0.4,5639,14062,1,0,
11411,Short Term,,6,Rent,,Debt Consolidation,554.23,6650.76,,Very Bad DTI,7.9,11,0,Good UR,0.36,33185,91926,0,0,
11415,Long Term,703,8,Home Mortgage,75392,Debt Consolidation,1331.93,15983.16,0.21,Bad DTI,23,13,0,Bad UR,0.59,23370,39343,0,0,
11415,Short Term,723,6,Rent,33385,Debt Consolidation,954.24,11450.88,0.34,Very Bad DTI,13.8,5,0,Very Bad UR,1,6177,6183,0,0,
11418,Short Term,,2,Rent,,Debt Consolidation,917.46,11009.52,,Very Bad DTI,22.3,7,0,Good UR,0.38,1260,3325,0,0,
11419,Short Term,,,Rent,,Debt Consolidation,531.58,6378.96,,Very Bad DTI,11,7,0,Good UR,0.45,13915,30923,0,0,
11420,Short Term,739,2,Home Mortgage,27507,Debt Consolidation,330.09,3961.08,0.14,Good DTI,9.5,11,0,Very Bad UR,0.76,10364,13584,0,0,
11426,Short Term,721,10,Home Mortgage,51667,Home Improvements,576.95,6923.4,0.13,Good DTI,14.7,5,0,Bad UR,0.66,3406,5169,0,0,
11427,Short Term,718,10,Home Mortgage,81624,Debt Consolidation,816.24,9794.88,0.12,Good DTI,26,11,0,Bad UR,0.69,14135,20515,0,0,
11430,Short Term,750,10,Home Mortgage,98320,Debt Consolidation,1622.28,19467.36,0.2,Good DTI,25.5,10,0,Bad UR,0.55,16672,30094,0,0,
11431,Long Term,604,2,Rent,91854,Debt Consolidation,1423.74,17084.88,0.19,Good DTI,20.5,9,0,Very Bad UR,0.75,2688,3570,0,0,
11434,Short Term,712,10,Rent,61685,Debt Consolidation,1259.4,15112.8,0.24,Bad DTI,17.7,21,0,Very Bad UR,0.88,16650,18856,0,0,
11436,Long Term,710,10,Home Mortgage,51600,other,679.4,8152.8,0.16,Good DTI,16.5,8,0,Good UR,0.48,5695,11938,0,0,
11439,Short Term,715,2,Home Mortgage,84801,Debt Consolidation,826.81,9921.72,0.12,Good DTI,21.9,11,1,Excellent UR,0.21,3717,17702,1,0,
11448,Short Term,732,1,Rent,34843,Debt Consolidation,824.6,9895.2,0.28,Bad DTI,9.9,10,0,Very Bad UR,0.87,12613,14531,0,0,
11451,Short Term,719,3,Home Mortgage,48789,Debt Consolidation,894.47,10733.64,0.22,Bad DTI,11.7,8,0,Bad UR,0.54,3849,7168,0,0,
11451,Short Term,,1,Rent,,Debt Consolidation,500.77,6009.24,,Very Bad DTI,16,12,0,Bad UR,0.6,20955,35160,0,0,
11451,Short Term,,10,Rent,,Debt Consolidation,421.02,5052.24,,Very Bad DTI,25.1,7,1,Bad UR,0.6,5719,9595,1,0,
11451,Long Term,,5,Home Mortgage,,Debt Consolidation,1021.09,12253.08,,Very Bad DTI,10.1,10,0,Very Bad UR,0.84,9713,11549,0,0,
11453,Short Term,718,5,Home Mortgage,107812,Debt Consolidation,1680.07,20160.84,0.19,Good DTI,29.5,19,0,Bad UR,0.61,3825,6271,0,0,
11453,Short Term,,10,Home Mortgage,,Debt Consolidation,625.47,7505.64,,Very Bad DTI,16.9,9,0,Bad UR,0.62,10112,16337,0,0,
11454,Long Term,,10,Own Home,,Debt Consolidation,911.69,10940.28,,Very Bad DTI,11.9,11,0,Excellent UR,0.24,4558,19395,0,0,
11454,Short Term,734,5,Rent,44820,Debt Consolidation,470.61,5647.32,0.13,Good DTI,14,24,0,Good UR,0.41,17241,42256,0,0,
11454,Long Term,714,10,Own Home,39928,Debt Consolidation,911.69,10940.28,0.27,Bad DTI,11.9,11,0,Excellent UR,0.24,4558,19395,0,0,
11455,Short Term,748,3,Home Mortgage,33011,Debt Consolidation,475.91,5710.92,0.17,Good DTI,47.9,4,0,Very Bad UR,0.79,17060,21567,0,0,
11455,Short Term,739,5,Own Home,34864,Debt Consolidation,679.84,8158.08,0.23,Bad DTI,18,7,0,Bad UR,0.61,9907,16322,0,0,
11462,Long Term,,10,Rent,,Debt Consolidation,950.91,11410.92,,Very Bad DTI,20,19,0,Good UR,0.37,20364,55336,0,0,
11467,Short Term,722,10,Home Mortgage,35833,Debt Consolidation,642,7704,0.21,Bad DTI,37,14,1,Good UR,0.33,5451,16369,1,0,
11471,Short Term,741,,Home Mortgage,34439,Debt Consolidation,571.1,6853.2,0.2,Good DTI,16,9,0,Very Bad UR,0.71,8778,12451,0,0,
11471,Long Term,708,7,Home Mortgage,49632,Home Improvements,1116.72,13400.64,0.27,Bad DTI,9.1,12,0,Excellent UR,0.24,8484,35203,0,0,
11482,Short Term,719,10,Home Mortgage,45827,Debt Consolidation,393.35,4720.2,0.1,Excellent DTI,17.4,5,0,Good UR,0.35,11343,32133,0,0,
11482,Short Term,739,7,Rent,79872,Debt Consolidation,600.37,7204.44,0.09,Excellent DTI,14,5,2,Bad UR,0.59,6382,10780,0,0,
11483,Short Term,,7,Own Home,,Buy a Car,631.69,7580.28,,Very Bad DTI,12.9,7,0,Good UR,0.48,7254,15019,0,0,
11489,Short Term,727,2,Rent,50835,Debt Consolidation,1194.62,14335.44,0.28,Bad DTI,17.7,15,0,Very Bad UR,0.87,13672,15660,0,0,
11492,Short Term,,1,Rent,,Debt Consolidation,710.27,8523.24,,Very Bad DTI,8,12,0,Very Bad UR,0.8,11911,14963,0,0,
11495,Long Term,715,10,Home Mortgage,34388,Debt Consolidation,461.36,5536.32,0.16,Good DTI,22.8,9,0,Bad UR,0.68,6936,10216,0,0,
11501,Short Term,746,2,Rent,62061,Debt Consolidation,992.98,11915.76,0.19,Good DTI,12.5,10,0,Good UR,0.34,11516,33574,0,0,
11503,Short Term,642,5,Rent,34633,Debt Consolidation,211.83,2541.96,0.07,Excellent DTI,14.3,26,0,Very Bad UR,0.8,6223,7818,0,0,
11507,Short Term,,2,Rent,,Debt Consolidation,1188.73,14264.76,,Very Bad DTI,15.9,10,0,Good UR,0.49,17161,35383,0,0,
11510,Short Term,728,3,Own Home,54808,Debt Consolidation,1045.91,12550.92,0.23,Bad DTI,22.5,6,0,Bad UR,0.69,13058,19035,0,0,
11516,Short Term,733,1,Rent,73051,Debt Consolidation,1741.05,20892.6,0.29,Bad DTI,14.9,13,0,Good UR,0.36,15999,44443,0,0,
11520,Short Term,724,5,Home Mortgage,42338,Debt Consolidation,497.47,5969.64,0.14,Good DTI,22.1,8,0,Bad UR,0.56,8641,15457,0,0,
11521,Short Term,730,3,Rent,36706,Debt Consolidation,672.94,8075.28,0.22,Bad DTI,15.7,7,0,Good UR,0.46,4880,10608,0,0,
11523,Short Term,740,1,Rent,34692,Debt Consolidation,650.48,7805.76,0.23,Bad DTI,29.7,8,0,Very Bad UR,0.72,17517,24195,0,0,
11524,Long Term,711,,Own Home,27658,Debt Consolidation,219.42,2633.04,0.1,Excellent DTI,44.7,6,0,Good UR,0.46,37266,81368,0,0,
11529,Short Term,729,10,Rent,52130,Debt Consolidation,1298.91,15586.92,0.3,Bad DTI,15.5,11,2,Bad UR,0.52,11392,22036,1,1,
11531,Short Term,748,5,Home Mortgage,33601,Debt Consolidation,49.84,598.08,0.02,Excellent DTI,8.4,5,0,Excellent UR,0.17,1236,7145,0,0,
